job_title,company_name,location,ctc,experience,posted
Client Servicing Executive,Studio Image Works,Gurgaon,"₹ 2,00,000 - 4,00,000",1-2 years,3 weeks ago
Junior Full Stack Developer,SIXHOPS INFOTECH PRIVATE LIMITED,Work from home,"₹ 2,00,000",0-1 years,3 weeks ago
SME - Statistics (Graduation),QA Solvers,Work from home,"₹ 2,50,000 - 3,50,000",0-2 years,3 weeks ago
SME - Accounts (Graduation),QA Solvers,Work from home,"₹ 2,50,000 - 3,50,000",0-2 years,3 weeks ago
Business Development Associate,Simit Bhagat Studios,Mumbai,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago
Alliance Executive,Sharedpro,Vadodara,"₹ 3,00,000",0-1 years,3 weeks ago
Client Success Executive,Sharedpro,Vadodara,"₹ 3,00,000 - 4,80,000",1-5 years,3 weeks ago
Software Tester,Sharedpro,Vadodara,"₹ 2,40,000 - 2,50,000",0-1 years,3 weeks ago
Linux Developer,VIZON,Work from home,"₹ 6,40,000 - 11,80,000",0-5 years,3 weeks ago
Mechanical Engineer,VIZON,"Dehradun, Bangalore","₹ 5,68,000 - 11,20,000",0-5 years,3 weeks ago
Hardware Electronics Engineer,VIZON,Work from home,"₹ 5,60,000 - 11,20,000",0-5 years,3 weeks ago
AI Developer,VIZON,Work from home,"₹ 5,60,000 - 11,20,000",0-5 years,3 weeks ago
Trainee - Operations,WOW - World Of Windows,Indore,"₹ 2,00,000 - 2,00,001",0-2 years,"Just now


Be an early applicant"
Junior Graphic Designer,Malidesarc Private Limited,Mumbai,"₹ 2,00,000",0-2 years,"Just now


Be an early applicant"
Finance Manager,Shree Bajrang Motors Private Limited,Raigarh,"₹ 2,00,000 - 3,00,000",0-2 years,"Just now


Be an early applicant"
Business Development Associate,Tirumala IT,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"Just now


Be an early applicant"
Junior Lead Generation Associate,ProsperaSoft,Pune,"₹ 2,00,000 - 3,60,000",0-2 years,"Few hours ago


Be an early applicant"
Manager - Learning & Development,National Program On Career Awareness,Noida,"₹ 3,50,000 - 4,00,000",0-2 years,"1 day ago


Be an early applicant"
Revenue Manager,Hotel Transit Private Limited - Units (T24 Retro & T24 Residency),Mumbai,"₹ 2,50,000 - 3,50,000",0-2 years,"Just now


Be an early applicant"
Global Marketing Manager - Internet Removals,"Internet Removals (Singapore, Singapore)",Work from home,"₹ 2,00,000",0-2 years,"Few hours ago


Be an early applicant"
Project Coordinator`,Spark Engineers,Pune,"₹ 2,00,000 - 4,00,000",0-2 years,"Few hours ago


Be an early applicant"
Electronics Engineer,Strataroh Ventures Private Limited,Pune,"₹ 2,00,000 - 3,00,000",0-2 years,"Few hours ago


Be an early applicant"
Client Servicing Associate,Dechcept Private Limited,Surat,"₹ 2,00,000",0-2 years,"2 days ago


Be an early applicant"
Graphic Designer,Dechcept Private Limited,Surat,"₹ 2,00,000",0-2 years,"2 days ago


Be an early applicant"
Assistant Sales Manager,Engage Infinity,"Delhi, Gurgaon, Noida","₹ 2,00,000 - 6,00,000",0-5 years,"1 day ago


Be an early applicant"
Female Assistant Accountant For GST And TDS Lucknow,Surgifab Trading Corp.,Lucknow,"₹ 2,00,000 - 3,00,000",0-2 years,"2 days ago


Be an early applicant"
Junior Operations Manager,Documitra,Ajmer,"₹ 2,00,000 - 2,50,000",0-2 years,"3 days ago


Be an early applicant"
Sales Executives/Engineers,Offcom Systems Private Limited,"Delhi, Noida, Lucknow, Jaipur","₹ 2,00,000 - 3,00,000",0-2 years,"1 day ago


Be an early applicant"
Sales & Marketing Executive,DreamHii Creatives,"Delhi, Noida","₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
Senior Accountant,Lotus Group,Mumbai,"₹ 6,00,000",0-5 years,"2 days ago


Be an early applicant"
Admission Counselor,Talent Giants Consultancy Services,"Delhi, Noida","₹ 3,00,000 - 4,20,000",0-2 years,"2 days ago


Be an early applicant"
Digital Marketing Executive,Raghunandan Money,Agra,"₹ 2,00,000 - 2,40,000",0-2 years,"4 days ago


Be an early applicant"
Business Development Associate,TSAW Drones,Delhi,"₹ 2,50,000 - 5,00,000",0-5 years,"4 days ago


Be an early applicant"
Field Sales Executive,Icareheal,"Gurgaon, Noida, Delhi","₹ 3,50,000 - 4,50,000",0-2 years,"2 days ago


Be an early applicant"
Business Development Executive,Good Moneying,Chandigarh,"₹ 3,00,000",0-2 years,"5 days ago


Be an early applicant"
Business Development Executive,Aelum Consulting,Jaipur,"₹ 3,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Education Counsellor,Kazian School Of Management,"Mumbai, Dahisar","₹ 2,00,000 - 3,00,000",0-2 years,"6 days ago


Be an early applicant"
Marketing And Sales Executive,Shoot Express,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"3 days ago


Be an early applicant"
Business Development (Sales),Aesthetic Workshops,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"4 days ago


Be an early applicant"
CX Executive,Innofitt Systems Private Limited,Mumbai,"₹ 2,00,000 - 2,60,000",0-2 years,"1 week ago


Be an early applicant"
Associate Telecaller,GetWork,Mumbai,"₹ 2,00,000 - 2,40,000",0-2 years,"4 days ago


Be an early applicant"
Senior Operations Manager,Valkyre Clothing,Mumbai,"₹ 3,00,000 - 4,20,000",0-2 years,"3 weeks ago


Be an early applicant"
Junior Architect,"Udayan Shrinivas Kulkarni, Architect",Karad,"₹ 2,00,000 - 2,40,000",0-2 years,"1 week ago


Be an early applicant"
Technical Content Writing Executive,Aelum Consulting,Jaipur,"₹ 3,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Telecaller,Braindezvous Infotech Private Limited,Noida,"₹ 2,40,000 - 3,60,000",0-2 years,4 days ago
Study Abroad Counsellor,Enrizon,Mumbai,"₹ 3,00,000 - 3,60,000",0-2 years,"3 days ago


Be an early applicant"
Business Development Associate,Unicornready,Bangalore,"₹ 3,00,000",0-2 years,"4 days ago


Be an early applicant"
Associate Content Writer,Paarami Digital Consulting,Mumbai,"₹ 2,50,000 - 3,50,000",0-2 years,"3 days ago


Be an early applicant"
Business Executive,Radiance Global Traders Private Limited,Chennai,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant"
Video Editor,SparkPlug,Mumbai,"₹ 2,40,000 - 3,00,000",0-2 years,"2 days ago


Be an early applicant"
Sales And Telecalling Executive,Madera Furniture Company,Gurgaon,"₹ 2,40,000 - 3,60,000",0-2 years,"2 days ago


Be an early applicant"
ECommerce Sr Executive,PushpLinen,Navi Mumbai,"₹ 3,00,000 - 3,50,000",0-2 years,"2 days ago


Be an early applicant"
Female Retail Sales Manager,The BrowMasters,Mumbai,"₹ 4,80,000 - 8,00,000",0-5 years,"4 days ago


Be an early applicant"
Administration Executive,Malin One Applied Technologies Private Limited (InceptionX),"Goregaon Kh, Borivali Tarf Rahur, Mumbai","₹ 3,00,000 - 3,25,000",0-2 years,"5 days ago


Be an early applicant"
Credit Counsellor,Rutuja Gaikwad,Pune,"₹ 2,00,000 - 4,00,000",0-2 years,"2 days ago


Be an early applicant"
Business Development Executive,Realtor Guide,Navi Mumbai,"₹ 2,00,000 - 3,50,000",0-2 years,"3 days ago


Be an early applicant"
Junior Media & Public Relations (PR) Associate,SquareFork,Delhi,"₹ 2,00,000 - 2,64,000",0-2 years,"2 days ago


Be an early applicant"
Educator,Stardust Observatory,Sawai Madhopura,"₹ 2,00,000 - 2,05,000",0-2 years,"1 week ago


Be an early applicant"
Event Management Executive,Bajaj Foundation,Delhi,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant"
Sales Manager,Just4You Surprise Planners LLP,Delhi,"₹ 4,50,000 - 5,00,000",0-5 years,"4 days ago


Be an early applicant"
Business Associate,AssetPlus (ValuePlus Technologies Private Limited),Chennai,"₹ 3,00,000 - 4,50,000",0-2 years,"4 days ago


Be an early applicant"
Content Marketing Associate,Duutha,Hyderabad,"₹ 2,00,000 - 2,40,000",0-2 years,"3 days ago


Be an early applicant"
Face-to-Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Pune,"₹ 3,00,000 - 3,50,000",0-2 years,"3 days ago


Be an early applicant"
Office Administrator/Purchase Coordinator,Blu Berry Company,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"3 days ago


Be an early applicant"
Graphic Designer,Jukebox Creations,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"5 days ago


Be an early applicant"
Receptionist/Front Office,Zaitoon Multi Cuisine Restaurant,"Vellore, Chennai, Bangalore, Madurai","₹ 2,00,000 - 2,40,000",0-2 years,"4 days ago


Be an early applicant"
Business Development Executive,Trivy Technologies Private Limited,Noida,"₹ 4,50,000 - 6,00,000",0-5 years,6 days ago
Graphic Designer,Osprey Invites,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"4 days ago


Be an early applicant"
Accounting,Damodar Papers,Noida,"₹ 2,00,000 - 2,20,000",0-2 years,"2 days ago


Be an early applicant"
Graphic Designer,Airblack,Gurgaon,"₹ 3,00,000 - 3,60,000",0-2 years,"3 days ago


Be an early applicant"
Business Development And Operations Associate,BookYourSlot,"Thane, Mumbai","₹ 3,00,000 - 3,50,000",0-2 years,"2 days ago


Be an early applicant"
Graphic Designer,Small Town Brandits,Bangalore,"₹ 4,00,000",0-2 years,"2 days ago


Be an early applicant"
Digital Marketing Executive,Hanumant Jewels,Delhi,"₹ 2,04,000 - 3,00,000",0-2 years,"3 days ago


Be an early applicant"
Junior Interior Designer,VRAugment Works Private Limited,Pune,"₹ 2,00,000 - 2,20,000",0-2 years,"3 days ago


Be an early applicant"
Accounting And Finance Associate,Mutta Financial Services LLC,Mumbai,"₹ 2,50,000 - 3,50,000",0-2 years,"2 days ago


Be an early applicant"
Interior Designer,Mybathspace,Delhi,"₹ 2,20,000 - 2,80,000",0-2 years,"4 days ago


Be an early applicant"
HR Recruiter / Talent Acquisition Executive,T & A Solutions,Chandigarh,"₹ 2,00,000 - 3,00,000",0-2 years,5 days ago
Fresher Architect,I'm Design,Gurgaon,"₹ 2,00,000 - 3,00,000",0-2 years,"5 days ago


Be an early applicant"
Business Development Associate,DataVinci Private Limited,Work from home,"₹ 3,00,000 - 3,50,000",0-2 years,"5 days ago


Be an early applicant"
PHP Laravel Developer,STRAIGHTLINE TECHNOLOGIES,Coimbatore,"₹ 2,16,000 - 2,75,000",0-2 years,"4 days ago


Be an early applicant"
Associate Chartered Accountant (CA),Oxylus Luxe Resort LLP,Mumbai,"₹ 3,60,000 - 4,80,000",0-2 years,"4 days ago


Be an early applicant"
Data Entry Executive,Sentriscope Data Intelligence Private Limited,Noida,"₹ 2,50,000 - 2,70,000",0-2 years,5 days ago
Associate Accountant,Abhijeet Soni,Hyderabad,"₹ 2,50,000 - 3,00,000",0-2 years,"4 days ago


Be an early applicant"
Talent Acquisition Specialist,Quick Digital Technologies Private Limited,Gurgaon,"₹ 3,00,000 - 5,00,000",0-5 years,2 days ago
Recruitment Analyst,Khaitan Infotech Private Limited,Noida,"₹ 2,00,000 - 3,00,000",0-2 years,2 days ago
General Management Trainee,TellMe Digiinfotech Private Limited,Pune,"₹ 2,00,000 - 3,00,000",0-2 years,"2 days ago


Be an early applicant"
Social Media Manager,Photo Jewels,Palampur,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Printing Executive,Photo Jewels,Palampur,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Regional Customer Manager,Eupheus Learning,Amravati,"₹ 3,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Customer Support,Photo Jewels,Palampur,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Field Sales Executive,Green World Paints,"Rudrapur, Haldwani Talli","₹ 2,40,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Junior Operations Executive,Agnihotri Securities Ltd,Shajapur,"₹ 2,00,000 - 2,10,000",0-2 years,"1 week ago


Be an early applicant"
Video Editor,QuadB Tech,Ludiana,"₹ 2,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Client Acquisition Executive,IJRDO Journal,Panchkula,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Anchor,QuadB Tech,Ludhiana,"₹ 2,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Digital Marketing Executive,Moneytor,Visakhapatnam,"₹ 2,00,000 - 2,20,000",0-2 years,"3 weeks ago


Be an early applicant"
Junior Corporate Sales Executive,Content-Whale,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Junior Corporate Sales Executive,SEED WTR,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Buisness Development Associate,Content-Whale,Mumbai,"₹ 3,50,000 - 4,20,000",0-2 years,"3 weeks ago


Be an early applicant"
Business Development Executive,Webcap Technology,Thane,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Customer Acquisition Executive,Sutra Services Private Limited,Mumbai,"₹ 2,00,000 - 3,50,000",0-2 years,"3 weeks ago


Be an early applicant"
Telecaller,VK Finance,Ludhiana,"₹ 2,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Customer Acquisition Executive,Sutra Services Private Limited,Mumbai,"₹ 2,00,000 - 3,50,000",0-2 years,"3 weeks ago


Be an early applicant"
Sales Executive,Caremytrip.Com Hospitality Private Limited,Dehradun,"₹ 2,00,000 - 4,80,000",0-2 years,2 weeks ago
Corporate Sales Executive,Pearl Enterprise,"Mumbai, Thane","₹ 3,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Marketing Associate,Gem Stone Impex,"South, Gurgaon, Delhi","₹ 2,50,000 - 3,25,000",0-2 years,"1 week ago


Be an early applicant"
Business Development Associate,Airblack,Noida,"₹ 3,00,000 - 4,00,000",0-2 years,2 weeks ago
Business Development Associate,Masterpiece,"Mumbai, Thane, Navi Mumbai","₹ 2,00,000 - 2,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Senior Business Development Associate,CATKing Educare,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Post Sales,Pregrad,Noida,"₹ 3,50,000 - 4,50,000",0-2 years,2 weeks ago
Education Couselor - Mumbai,Jamboree Education Private Limited,Mumbai,"₹ 2,00,000 - 5,00,000",0-5 years,"2 weeks ago


Be an early applicant"
Business Manager,Saroj Education Group,Mumbai,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago
Telecaller,Cygnus Information Solutions Private Limited,Mumbai,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant"
Business Development Executive,Anteelo Design Private Limited,Delhi,"₹ 2,00,000 - 2,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Business Development Executive,Saroj Education Group,Delhi,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Business Development Executive,Saroj Education Group,Delhi,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Corporate Sales Executive,ChipBucket Solution Private Limited,Ahmedabad,"₹ 2,50,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Business Development Associate,Faclon,Mumbai,"₹ 3,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Corporate Sales Manager,Krenai,"Delhi, Gurgaon","₹ 3,00,000 - 4,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Corporate Sales Executive,The HR Mindset Corporate Service Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago
Jewellery Pasting,Photo Jewels,Palampur,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Inside Sales Executive,Vritti Solution Limited,Mumbai,"₹ 2,00,000 - 2,20,000",0-2 years,"1 week ago


Be an early applicant"
Junior Program Advisor - US Sales,Interview Kickstart,Work from home,"₹ 4,00,000 - 5,00,000",0-5 years,5 days ago
Business Development Executive,CloudShope Technologies Private Limited,Noida,"₹ 2,00,000 - 2,64,000",0-2 years,3 weeks ago
Sales Associate,Milagro Universe,Mumbai,"₹ 2,00,000 - 5,00,000",0-5 years,"3 weeks ago


Be an early applicant"
Content Writer,QuadB Tech,Ludhiana,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant"
Marketing Executive,MyFitSoul Technologies Private Limited,Delhi,"₹ 2,00,000 - 2,16,000",0-2 years,1 week ago
Sales Executive,Saroj Education Group,Delhi,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Corporate Sales Executive,Brandsun Promotion,Delhi,"₹ 2,50,000 - 5,00,000",0-5 years,1 week ago
Admission Counselor,Designup UI/UX Institute,Mumbai,"₹ 2,10,000 - 2,40,000",0-2 years,2 weeks ago
Business Developer,Saroj Education Group,Delhi,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago
Business Development Associate,Software At Work,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago
Academic Content Writer,D-Vivid Consultant,Ahmedabad,"₹ 3,40,000 - 4,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Sales Executive,AajNeeti,Noida,"₹ 2,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Business Development Associate,Chemey Techsolutions LLP,Ahmedabad,"₹ 2,50,000 - 3,50,000",0-2 years,"3 weeks ago


Be an early applicant"
Business Development Executive,Cygnus Information Solutions Private Limited,Mumbai,"₹ 2,00,000",0-2 years,"3 weeks ago


Be an early applicant"
Business Development Executive,Ukiyo Stays,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Digital Marketing Executive,QuadB Tech,Ludhiana,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant"
Sales Manager,Astro Arun Pandit,Noida,"₹ 3,00,000 - 3,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Business Development Executive,Ditya Software Services Private Limited,Bangalore,"₹ 2,40,000",0-2 years,"1 week ago


Be an early applicant"
Marketing Manager,Tasuvure,Delhi,"₹ 2,50,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant"
Corporate Sales Executive,Catalysts.Team,Bangalore,"₹ 2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Communications Executive,SoTrue By Innprove Software Private Limited,Bangalore,"₹ 2,40,000 - 3,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Field Sales Associate,DELTON CABLES LIMITED,Bhubaneswar,"₹ 2,00,000 - 2,40,000",0-2 years,"2 weeks ago


Be an early applicant"
College Coordinator,IIDE Education Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Marketing Associate,Saroj Education Group,Mumbai,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
Business Development Associate,Zylu Business Solutions Private Limited,Bangalore,"₹ 3,00,000 - 4,80,000",0-2 years,1 week ago
Business Development Associate,PJS Mortgages And Loans,Work from home,"₹ 2,39,998",0-2 years,"4 days ago


Be an early applicant"
Corporate Sales Executive,Wagkart Pet Services,Noida,"₹ 2,00,000 - 2,40,000",0-2 years,"1 week ago


Be an early applicant"
Business Development Executive (Education Counselor),IIDE Education Private Limited,Mumbai,"₹ 3,00,000 - 4,20,000",0-2 years,"1 week ago


Be an early applicant"
Copywriter,IMAGOS,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Guest Relationship Executive,The HR Mindset Corporate Service Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago
Marketing Planner,Talent Corner HR Services,Mumbai,"₹ 2,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Email Marketing Specialist,Talent Corner HR Services,Mumbai,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Salon Manager,INFINITIO TECHNOLOGY SOLUTIONS PRIVATE LIMITED,Jaipur,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Business Development Manager,Pixel'O'Media,Jaipur,"₹ 2,16,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Client Relationship Executive,Wagkart Pet Services,Noida,"₹ 2,40,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Marketing Manager - Franchisee,Talent Corner HR Services,Mumbai,"₹ 3,00,000 - 5,00,000",0-5 years,"2 weeks ago


Be an early applicant"
Sales And Marketing Trainee,Light And Shadow,Delhi,"₹ 2,00,000 - 4,50,000",0-2 years,"2 weeks ago


Be an early applicant"
Graphics Designer,Ally Digital Media,"Mumbai, Thane","₹ 3,00,000 - 4,20,000",0-2 years,"1 week ago


Be an early applicant"
Junior Corporate Sales Associate,Fabulous Media Private Limited,Gurgaon,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant"
Executive Assistant,IG Drones,Bhubaneswar,"₹ 3,00,000",0-2 years,2 weeks ago
